screen_name,tweets
gualtigray_,9
nooranoora47,2
dhriawetT,17
Tigray39prevail,18
Beati_Dejena,4
Kokeb2014,1
CiviliansFirst1,2
BrhaneEmbaye1,42
kuluzteadele,40
awetino12,5
AMANUEL24307848,5
HiwotTigray,2
Atsede58023859,6
SelamTadele1,16
TsegaslasieAb11,1
Samri14083613,1
Alex32218805,12
HmDawit,5
Saba67119195,1
Awot87021438,142
lemlem142,29
liliybh2020,1
GebrehiwetHadg2,1
RasAlula14,12
HaileGhebrezgi1,3
Justice61339579,1
GauiTigray,68
GeniYalu,152
BiniamAsfaw1,1
HaftuSamial,1
GodHelp30954154,2
tsefah2004,4
smohamed1169,43
mikiyas2127,2
HelenHa31074403,10
RTgraweyti,6
tofaber,7
Oromo_1st,1
Hana65142147,3
FurudGal,2
WediGebremicha1,44
Alem62505302,1
GCheanadug,11
HailayHailesel6,1
MeazaTgray,2
HiwotBerhane3,4
BiduNatnael,6
AhhahGahag,2
Abeba07374132,3
Elsiye3,3
Mebrhit84183999,1
bizuayene,3
Fiseha12,1
Zafuhaile2,78
SabaDesta8,1
Feven59829847,6
Zuzi82325238,6
MahariKidanema1,1
tadese_saba,2
AbadieMekonnen,1
ayekinahna,1
semhaaal,1
koki70046,5
Tesfaymehari12,33
C9Tiay9,11
AboyEndryas,1
Wellcam191,10
DamonSalvatorae,3
lemishshay,11
kbrom1998,3
W5yhMk9JKvi09XS,1
meaza_berhane,1
RaeiTigray,9
tilahun61,1
Jossyg95363064,52
AZZ05717627,1
Abrahaalemayeh1,1
ellenydagnew,1
TadesseAsemaw,1
hilfti,3
HNegusse,23
solomonkbrom,20
mwulad,1
hayatib06459256,29
AdeAlula,1
TigrayFirst07,7
Mihret61701569,1
NegasiSeare,19
GalScience1,1
YimamMulu,11
YIB1yorzXIrW2ND,1
Tigray29880693,1
gebre_reghat,181
ane_weyanay,4
DTekillu,1
Lete00392344,12
DanielY27680236,8
YohannesAbrha,1
enbebafkadu1,1
sollomon2022,1
DemeyTigra,1
tigraytweets,1
bnk41SInlGWhmYV,10
YaredGebre16,37
hagosBe66450693,16
amirmunab,3
ToshomeDaniel,2
SeikoHadesh,1
merhi7,1
BlackMoses27,1
EthiopMedia,1
MichaelGebreh13,1
Ybrah69552331,1
ABC14338021,3
TSGABGEBREMARY7,68
robotina27,1
HgsgsggGgsgs,34
Teamekiros2021,1
richoTgray,1
asgedom_l,1
AsuFili,1
Tigraya86610177,4
milion_abadi,1
zufanmahari,7
Semenawit6,1
Tigray_Hayal,1
Absera17,8
getachew_zeki,5
Gebrehi26983362,6
Hyabaxum,1
Negussi22490281,1
MomoDad19,28
tesfahiw1,1
MashoBrhane,8
FreeTig10296775,4
agshjshskdhdkdh,54
MebrahtuMu,10
TdfGale,9
MebrahtomHadus1,18
Almaz77368617,6
BurhanTekola,1
SandraL01342150,1
Josie486064171,1
BetelihemZenebe,1
lily_tesfay,1
HumanityFirstTI,18
WoynTigray,2
NotoriousRdSoil,1
KSemayat,2
AlKen91393030,2
Akusmawit1,1
BogalePaulo,1
Hiymi4,1
BezabehBezabe2,2
RishanSibhat,2
LetebrhanGebre,4
Vg88M3jIOxZaFIJ,5
ElsaAraya14,2
habeshawi_mike,72
TigrayTdf3,1
selamethiopia19,1
KirosWeldetsad7,1
Mimi86763716,2
abraha_belai,1
frewoini_gore,97
Ezana75283972,1
DrMehari,3
Sara59077336,5
HelengAB85,23
wodgrima,1
nath78064892,15
BiraqTsehay,2
Angesomtekle4,1
rjdfjf,4
Daniidk,1
selamhailay,14
UncleRuckusc,1
Dannyagame,1
TeclaiTsegai,114
Nega11924365,96
helenabay00,8
Alemaz44081003,1
lemlemgebre2,1
tigrayupdate24,1
girmay_giday,12
hiwet_kahsay4,2
Mickyeel,4
AlmazHagose,1
MhariZaggo,2
Mebre82902059,7
HiwetTigray,1
tigrayhalal1,1
NigstiGeberhiw1,2
Ezanavegas,1
FreGalTigray9,10
weldshab,2
MZerusenay,6
BerhanuGM1,6
genetkahsay102,38
lamek_kidane,2
geeg_ege,13
Meaza00494758,1
BeyhaniAbdinoor,1
martinplaut,1
AbebaHialu1,7
semere_Ab15,2
Justic4Tigrians,1
AtakltyGebru3,13
Samson99862164,1
AmanOromo,1
meenahmed2021,1
Freezyo10,1
Selam26543979,4
Sabalemlem1,5
gebremichaelte9,8
MulubrhanBG,1
Hayelom52131699,1
Hopeful_Mike,1
wedi_alula1,14
alula05383677,3
HadasAregawi1,7
openletterbot,7
yednglmaryam,16
yordii2412,9
Abdirahmnyonis,1
MsginaShimondi,2
luyohane,1
DzHCshZ43weqyMb,72
Its_just_Mona,3
MiliTigrey,17
MiliAgame,21
Netsane56855450,4
AseyTigrayt,1
semhar1920,1
Rzewi24,3
amare_smere,1
AyniDera,15
selmel93,2
AbrahaleyBeyene,1
bajotseg,2
GaymHelen,1
Helena12113686,8
PeaceLO59903301,1
AebGle,1
Isaak35580711,9
TTenafakit,1
Tigist35700325,1
KasahunKasahu2,3
Hiwot94170563,4
Eyeru85624548,5
GhGh59683991,74
Tewie05421407,15
lwam_zeche,1
HGebreselassie,2
Tgray88945872,1
Letish19247342,3
BreyHaftay,1
GoitomTeg,1
KalayuForTigray,1
HabenHb,4
Yona9913,1
SamsonGM2,1
meseret19733576,58
nathannahom,1
andeyeee,1
DanielT59352637,1
MulubirhanHadg3,2
FifiA39514575,1
Fana40024449,2
Efifre1,7
Haile10283464,4
Solomon_GY,2
BirhaneKidist,1
sayzana_ezana,2
Gebreslasie41,73
Shewit31000687,2
GideyGebru1,4
Aya_ezdan,3
GebretekleDest6,57
MOMONA55054410,11
tigrayt13790374,1
AgameAdey,1
MichaelAbraha7,2
BelaiHanna,1
HewetTesfay,3
TBHagos,1
BeyeneHadish,7
GereEyob,1
maziGalTdf,16
Dezdemo47519262,7
Tsegay61207410,1
Mattewos88,1
4UkUnAoW8TCEtSD,1
AwetNatna,4
Rasi_roba,1
Hagos89750958,2
MWeldetnsae,1
GenetMekonen10,1
albirhane,2
gebrea2,1
Yeshalem13,1
Wersege1,1
hafto35,1
MharySmyrh,3
GebresellassieE,2
hior_die,3
am_zeray,1
yodit60638140,2
TekleweyniTseg1,15
TigrawytiH,7
maerg5,1
Tigrawayenet,38
Reem47329656,29
peacefromchrist,6
Kokeb25743918,4
fishkids4tg,2
AlemuNagari,2
AtsebahaTsegay,44
AlemSelamawit,2
muezgirmay20,40
FantawEtenesh,10
FanaF86375674,5
ksakebrom,3
MediAxumawit,1
7NfLnvZ9CzhrvQG,1
SuperS2022,2
Rosa61371271,2
ShewitTigraweyt,2
MebratiTekle,90
TAmaETH,3
TsegayTeberh,5
bisrat23021398,2
KhalidH89433430,2
SamiTigray1,1
hhjzkl,1
Lubuu17,1
MarthaTesfaye8,7
Brooo000k,1
winnie08728904,1
Mlete7,1
Tigrawe82343469,31
LemlemHailu4,18
wintagualhaqi,1
GumaakhooO,1
ArmiasHaftu,2
Gebrezga2Nuguse,1
kidistgirmay,1
TekhesteA,3
TigrayForEver,1
negase_teklay,12
ZigJawi,1
iceeege,2
tigrayl38693038,2
IGhebray,11
Adeywelolo,3
Amanuelzemicha6,7
Tedros84029052,1
awetb5,1
SimonMekonen1,1
MesfnHewan,1
fhhm,1
meqele,1
saragebru12,16
Teklewedihaile,1
1ZCS3oppTCJJaTt,1
amen_mgfory,1
chimuku,1
gomida24,21
YemaneMm,1
negash_z,5
FilaTesfay,197
SelamTewold,1
ZewgeYohans,1
Dinku07013876,1
Kuflomeye,23
HfhhJggjj,1
TesfayH20658254,2
SHalefum,2
embaye_mebrahtu,4
BizetEye,2
selammawit,2
AmnetTesfaFkri,1
GualTig91882323,22
AbaditBeyene,7
sAigv1hUxXWrd0L,24
GelTgray,1
HMeresa,2
bzN0pNRJ2fQMGiT,6
WassemA71660712,4
Amanuelk5,6
WeBeImagining,1
Axumazeb1,1
Jerry11218949,2
HiwotGebrekork1,1
BethlehemBB,1
Zintukal,2
Desta48998506,30
neo_tigray,3
Selamtigraweyt1,1
JeyGG1,1
SimretHaile9,5
9cBeOfaTDfr22PS,1
TigrawtiTsge,1
SelamawitAlems1,2
BrhaneGebremic1,1
Desta22042146,1
AbebaG_,1
ZahraOmer19,5
MulugetaReda,1
GLgh7p,33
FrobelFruta,20
TTegsti,1
Godknows1414,2
Lewam66417762,2
HornAnarchists,1
aaBpk9GGPtVQg7W,1
HlinaAbraha,1
N1XKvW5w4Cr9W2H,4
peace60030082,2
HaileZafu,19
shabte42,2
HiwiMuruts,1
Alem71961832,1
AbayAbayh4222,2
selamdesta2727,44
Fshatsion3,2
HenokMichael7,23
Ndemoz2,4
GNara123,1
EbrhimZebib,2
wV2DOr6MoNIayq4,5
esayasyohannes1,1
MuluAsmelash1,1
carepeople3,1
MazaBezet,7
SaraMNegash,1
TigrayFeresmay,1
ElsaYork8,13
ProudtobeTigraw,1
WediTig28424867,4
gidey_s,2
Ddgua1,1
zowie_dk,1
solmelles,5
AbdiiAdem8,1
